domain,source_category_l1,source_category_l1_cn,source_type,source_type_cn,ecosystem,classification_status,classification_method,classification_confidence,classification_evidence
dealmoon.com,business_services,商业信息与服务,shopping_information_service,购物信息与服务,北美省钱快报,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“北美省钱快报”；标题样本“奈雪终于来布鲁克林啦～ || 芝加哥远程办公实测:这几家咖啡馆是我的“第二办公室” | 社区校园生活精选 || 茶百道也来湾区了！！！”
hangyeob.com,business_services,商业信息与服务,commercial_recommendation,商业推荐与榜单内容,hangyeob,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“hangyeob”；标题样本“2026全国优质月子会所推荐榜 || 2026南昌正宗夜宵热门榜 地道风味商家推荐 || 2026南昌食材新鲜大排档美食推荐榜”
itbear.com.cn,vertical_professional,垂直专业内容,technology_content,科技专业内容,IB资讯网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“IB资讯网”；标题样本“2026 学生手机优选清单，华为 nova 16 系列颜值实力双在线，适配青春全场景-热点资讯-ITBear科技资讯 || 2026冰箱横评十强：从参数到体验，这篇说透了-热点资讯”
manmanbuy.com,business_services,商业信息与服务,shopping_information_service,购物信息与服务,百度,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“百度”；标题样本“【筋膜枪什么牌子好】筋膜枪怎么选购_慢慢买 || 【耳机什么牌子好】耳机怎么选购_慢慢买”
zhuxiaobang.com,business_services,商业信息与服务,local_service_platform,本地服务与用户内容,住小帮,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“住小帮”；标题样本“「2023双11家电十大好物推荐」榜单揭晓，双十一家电合集!-住小帮 || 「2023双11家电十大好物推荐」榜单新鲜出炉，精选家电好物-住小帮 || 养生壶好物安利:小熊/美的/”
bacaoo.com,business_services,商业信息与服务,shopping_information_service,购物信息与服务,拔草哦,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“拔草哦”；标题样本“2026黑五护肤品海淘网站推荐 || Farfetch || Nautica诺帝卡”
jmtv.com.cn,news_media,新闻与媒体,news_media,综合新闻媒体,荆彩网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“荆彩网”；标题样本“2026年热门的生态民宿设计/民宿设计哪家强品牌厂家推荐 || 2026年质量好的内蒙古隔音系统门窗/内蒙古保温系统门窗高口碑品牌推荐”
cnjjwb.com,news_media,新闻与媒体,regional_news_media,地方新闻媒体,经济晚报网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“经济晚报网”；标题样本“2026年头部高收益银行理财产品全维度评测口碑榜TOP5出炉， 高收益银行理财产品推荐购买指南-消费/科技/健康专题-经济晚报网 || 温和养肤修护敏感肌，多款品牌实用参考-消费/”
dxy.cn,vertical_professional,垂直专业内容,health_content,医疗健康内容,医院汇,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“医院汇”；标题样本“一文掌握:五类降压药的特点，怎样联合使用? - 丁香园 || 美中宜和再上榜!荣获 2023 年度「最佳品牌传播医疗机构」奖 - 医院汇 - 丁香园 || 降压药物天天用，千万别栽”
elecfans.com,vertical_professional,垂直专业内容,technology_content,科技专业内容,电子发烧友网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“电子发烧友网”；标题样本“智能家居全屋智能系统品牌 - 电子发烧友网 || 电子产品哪个网站好 - 电子发烧友网 || 西安监控器材 - 电子发烧友网”
huanqiu.com,news_media,新闻与媒体,news_media,综合新闻媒体,环球网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“环球网”；标题样本““2021知乎高赞好物100”榜单揭晓 犀利回答解锁生活好物 || 郑州将推出公租房 租金标准为市场价一半左右 || 重磅!武汉市积分入户细则公布!新城区门槛低于中心城区”
jjckb.cn,news_media,新闻与媒体,news_media,综合新闻媒体,经济参考报,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“经济参考报”；标题样本“十大婚礼策划、婚礼堂品牌评测，高颜值婚礼首选! _ 经济参考网 _ 新华社《经济参考报》官方网站”
miniso.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,名创优品MINISO,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“名创优品MINISO”；标题样本“投资政策 - 名创优品”
traveldaily.cn,business_services,商业信息与服务,travel_service,旅行与酒店信息服务,环球旅讯,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“环球旅讯”；标题样本“中国饭店集团60强，最新出炉! - 环球旅讯 || 会员规模突破2.2亿!首旅如家“如LIFE俱乐部”会员体系再度重磅升级 - 环球旅讯(TravelDaily) || 民宿遇上连”
chimelong.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,长隆旅游度假区,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“长隆旅游度假区”；标题样本“关于长隆 || 常见问题|长隆旅游度假区”
cnfol.com,vertical_professional,垂直专业内容,finance_content,财经专业内容,中金在线财经频道,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中金在线财经频道”；标题样本“2026年券商资产配置产品推荐排行榜:哪些服务值得关注 || “2025年度烧烤十大品牌”榜单隆重揭晓!_中金在线财经号”
dayoo.com,news_media,新闻与媒体,regional_news_media,地方新闻媒体,广州日报大洋网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“广州日报大洋网”；标题样本“6月1日外卖新规施行，美团外卖“放心外卖”十大举措全面落地_广州日报大洋网 || 深圳美发店推荐榜:从头部连锁到隐匿匠铺_广州日报大洋网”
dianhua.cn,business_services,商业信息与服务,business_information_service,商业信息与企业服务,电话邦,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“电话邦”；标题样本“吕记兴烤全羊(鹤洲公馆店)湖南怀化电话 || 极米科技四川成都武侯区4009218996”
guozunlaw.com,vertical_professional,垂直专业内容,legal_content,法律专业内容,国樽律师事务所,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“国樽律师事务所”；标题样本“【国樽律所】创业必备攻略：教你如何在各地轻松办理营业执照 || 【国樽律所】工商营业执照具体需要什么材料和手续 || 【国樽律所】详细解读：营业执照办理流程全攻略及各类企业特别要求”
haidilao.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,海底捞,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“海底捞”；标题样本“Haidilao || 成为海底捞会员 || 锅底”
huaon.com,research_documentation,研究与文档,industry_research,行业研究与数据,华经情报网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“华经情报网”；标题样本“2025年中国剧本杀行业规模现状及趋势分析（附产业链、市场规模及重点企业）「图」 || 2026-2032年中国健身器材行业发展前景展望及投资战略咨询报告 || 2026-2032”
nanshasheraton.com,business_services,商业信息与服务,travel_service,旅行与酒店信息服务,仕顿酒店资讯网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“仕顿酒店资讯网”；标题样本“2026年订酒店还在手动比价？飞猪千问价AI订房到底能省多少？ || “酒店 + 公寓” 双品牌模式：号称 “长短租通吃”，真能如愿吗？ || 连锁酒店排行榜2025年发布，中国饭”
nespresso.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,Nespresso奈斯派索官网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“Nespresso奈斯派索官网”；标题样本“Where can I buy Nespresso  machine and capsules?”
vogue.com.tw,vertical_professional,垂直专业内容,consumer_lifestyle_content,消费与生活内容,Vogue Taiwan,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“Vogue Taiwan”；标题样本“旅宿新選｜在東京銀座泡熱海溫泉！日本最仙精品旅宿「馥府 東京 銀座」打造都心療癒棲所，傳統與現代交織的日式度假魅力 || 旅宿精選｜比爾蓋茲、大勢韓星指定入住！「峴港洲際度假村」以”
zidonghua.com.cn,vertical_professional,垂直专业内容,technology_content,科技专业内容,自动化网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“自动化网”；标题样本“全自动咖啡机哪家比较靠谱?2026国产全自动咖啡机品牌推荐 - 供应展示厅 - 自动化网 ZiDongHua.com.cn ，自动化科技展示平台、“自动化者”人文交流平台。 || ”
chinaz.com,vertical_professional,垂直专业内容,technology_content,科技专业内容,CHINAZ,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“CHINAZ”；标题样本“京东618巅峰28小时：61.8元的爆款生鲜盲盒将限时返场 || 生鲜618最新资讯_生鲜618最新动态_618”
hnqnw.com,business_services,商业信息与服务,commercial_recommendation,商业推荐与榜单内容,hnqnw,reviewed,manual_review,medium,"人工复核域名、站点名与标题样本：站点名“hnqnw”；标题样本“2026全国出名的植发医院排行榜新发布,碧莲盛、大麦、雍禾等前十强连锁机构技术口碑双优 || 国内植发10强医院排行榜2026:碧莲盛、雍禾私立及协和公办技术揭秘 || 国内正规整”"
iyiou.com,news_media,新闻与媒体,business_media,商业财经媒体,亿欧网,reviewed,manual_review,medium,人工复核域名、站点名与标题样本：站点名“亿欧网”；标题样本“全国首家独立门店！京东家居馆携sômthin‘else 另有奇物共创沉浸式消费场景 || 花西子_杭州花凝香生物科技有限公司_亿欧数据 || 讯飞AI录音笔旗舰新品S8离线版:硬件”
nzxww.com,news_media,新闻与媒体,regional_news_media,地方新闻媒体,南漳县融媒体中心,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“南漳县融媒体中心”；标题样本“【热点关注】江城大幅放宽落户条件 夫妻登记结婚一年即可申办随迁落户 || 抗老修复选哪个牌子的护肤品好?2026高口碑温和有效修护护肤品TOP10实测榜”
oeeee.com,news_media,新闻与媒体,regional_news_media,地方新闻媒体,Oeeee,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“Oeeee”；标题样本“春假叠加清明，各地发放“大礼包”，这些景区对“娃”免票 || 湾区婚庆消费指引来了!76家企业/个人入选金玺奖榜单推荐”
tidenews.com.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,潮新闻,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“潮新闻”；标题样本““螺吸粉”奶茶、酸汤柠檬水爆火！新茶饮靠“地域怪味”打破内卷 || 十年再调整，关于杭州小客车指标获取，这些要注意”
xywy.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,寻医问药,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“寻医问药”；标题样本“北京十大私立眼科医院排名哪家好?热门推荐10家医院资料”
zjol.com.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,桐乡新闻网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“桐乡新闻网”；标题样本“十年再调整 关于杭州小客车指标获取这些要注意 || 桐乡新闻”
chinapp.net.cn,business_services,商业信息与服务,commercial_recommendation,商业推荐与榜单内容,商业品牌网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“商业品牌网”；标题样本“2026年至今西安奶茶原料市场:实力品牌深度解析与选型指南-商业品牌网 || 2026年近期成都本地人常去的火锅探店指南:哪家好吃一目了然-商业品牌网”
city8.com,search_page_proxy,搜索与页面代理,map_page_proxy,地图与页面代理,城市吧,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“城市吧”；标题样本“丝情发艺私人定制预约式发型屋”
fjsen.com,news_media,新闻与媒体,news_media,综合新闻媒体,东南网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“东南网”；标题样本“厦门市户籍新政11月1日起正式实施 || 厦门市户籍新政11月1日起正式实施 - 民生 - 东南网厦门频道 || 真金白银+真情实意 诚邀青年人才“留厦来””
rich-healthcare.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,瑞慈集团,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“瑞慈集团”；标题样本“瑞慈集团官方网站-集团简介”
shanghai.gov.cn,government_public,政府与公共机构,government_public,政府机构,上海市人民政府,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“上海市人民政府”；标题样本“c4ca4238a0b923820dcc509a6f7... || 上海个人居住用房买卖税费全梳理!2026最新政策一文读懂 || 关于进一步优化调整本市房地产政策的通知”
cbndata.com,research_documentation,研究与文档,industry_research,行业研究与数据,CBNData,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“CBNData”；标题样本“2亿年轻人追捧的脱口秀，为何难“复制”李诞和笑果文化? | CBNData || CBNData-第一财经商业数据中心 || 蜜雪领跑、奈雪掉队，“茶饮六小龙”打响“淘汰赛” | ”
fmw.com.cn,business_services,商业信息与服务,commercial_recommendation,商业推荐与榜单内容,蜂蜜网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“蜂蜜网”；标题样本“体检中心品牌排行榜前十名_体检中心品牌哪个好-全球品牌网 || 采耳品牌排行榜前十名_采耳品牌哪个好-全球品牌网”
foodtalks.cn,vertical_professional,垂直专业内容,industry_content,行业专业内容,FoodTalks,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“FoodTalks”；标题样本“2026中国连锁餐饮品牌TOP300发布，覆盖超52万家门店 || 2026全球餐饮品牌价值25强，蜜雪冰城、海底捞、瑞幸上榜 || 奶茶加鱼子酱你敢信?喜茶新品直接把网友看呆:米”
mct.gov.cn,government_public,政府与公共机构,government_public,政府机构,中华人民共和国文化和旅游部,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中华人民共和国文化和旅游部”；标题样本“中华人民共和国文化和旅游部 || 跟著品牌去旅行!首批体验地推荐名单发布”
nbd.com.cn,news_media,新闻与媒体,news_media,综合新闻媒体,每日经济新闻,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“每日经济新闻”；标题样本““手里全套认购材料没出过问题”，但如今网上预约始终卡在“待审核”，宸嘉发展上海新盘认购惹争议，回应“不存在超越权限的问题” || 取消面积、金额限制 武汉宣布买房即可落户 || 每”
shangpu-china.com,research_documentation,研究与文档,industry_research,行业研究与数据,尚普咨询,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“尚普咨询”；标题样本“2025年1月~10月儿童奶粉市场洞察报告 || 2025年1月~10月筋膜枪市场洞察报告 || Untitled”
southcn.com,news_media,新闻与媒体,regional_news_media,地方新闻媒体,南方+,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“南方+”；标题样本“全市最多!顺德6家粤菜标准化示范店高分通过验收!_南方plus_南方+ || 明日10时开抢！2026“请到广东过端午”文旅消费惠民补贴正式发放 || 点外卖当好“云监工”，美团外”
cmrnn.com.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,中国市场监管新闻网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中国市场监管新闻网”；标题样本“个体工商户如何便捷申报年报 || 个体工商户如何便捷申报年报 - 中国市场监管报 移动端”
czt.cc,news_media,新闻与媒体,news_media,综合新闻媒体,草根长株潭网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“草根长株潭网”；标题样本“买电器是京东好还是天猫好_长株潭网 || 十一去哪旅游 || 十大早教品牌排行榜新出炉_长株潭网”
e23.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,舜网-济南市唯一新闻网站,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“舜网-济南市唯一新闻网站”；标题样本“2026年度济南市居民基本养老保险参保缴费一文全知道 || 人社小课堂｜灵活就业人员应该了解的社会保险知识 - 焦点新闻”
health-100.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,美年大健康,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“美年大健康”；标题样本“美年大健康官网-美年体检中心官网-美年大健康体检预约-美年大健康体检报告查询”
mapbar.com,search_page_proxy,搜索与页面代理,map_page_proxy,地图与页面代理,Mapbar,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“Mapbar”；标题样本“Snow美甲彩妆 || 巴奴毛肚火锅 || 郭靖烤全羊(私人订制丰台丰体店)”
tom.com,news_media,新闻与媒体,news_media,综合新闻媒体,TOM网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“TOM网”；标题样本“2025-2026年婴儿配方奶粉十大品牌榜推荐:科学评测夜间喂养防便秘选对配方 _TOM母婴 || 开婴儿游泳馆需要办哪些证件?需要做什么准备工作?都在这里了!_TOM母婴 || ”
xingyujia.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,星瑜家瑜伽,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“星瑜家瑜伽”；标题样本“2025年「瑜伽加盟」厂家评测报告:聚焦初学者市场的高性价比连锁品牌选型指南 - 新闻 || 星瑜家瑜伽连锁_初学者瑜伽课程_按次付费双师教学 - 上海星瑜伽健身管理有限公司”
gz-cmc.com,news_media,新闻与媒体,regional_news_media,地方新闻媒体,广州日报新花城,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“广州日报新花城”；标题样本““什么值得买”发布2026年货消费趋势 || 外卖平台新规则：商家“门店验真”“后厨环境核验”不通过，食安将得零分”
pedaily.cn,news_media,新闻与媒体,business_media,商业财经媒体,投资界,reviewed,manual_review,medium,人工复核域名、站点名与标题样本：站点名“投资界”；标题样本“排队狂潮再起：奈雪新加坡店三日破20.9万，美国新店开业爆火”
qichamao.com,business_services,商业信息与服务,business_information_service,商业信息与企业服务,企查猫,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“企查猫”；标题样本“2026年体检中心10大知名品牌排行 || 2026年信用卡10大知名品牌排行 || 2026年民宿10大知名品牌排行”
360kuai.com,business_services,商业信息与服务,business_content_platform,商业内容平台,快资讯,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“快资讯”；标题样本“上海新房摇号积分制政策调整 购房流程再优化 || 外卖口碑好的有哪些？外卖必点榜帮你筛选高口碑外卖商家”
csai.cn,vertical_professional,垂直专业内容,finance_content,财经专业内容,希财网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“希财网”；标题样本“建行装修贷申请条件及需要资料 || 快来收藏！长沙装修贷款申请攻略-希财网”
fang.com,business_services,商业信息与服务,local_service_platform,本地服务与用户内容,房天下,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“房天下”；标题样本“厦门调整房产落户，房产落户如何申请？ || 如何根据厦门调整房产落户政策规定来申请不动产权属证书？ || 武汉楼市新政重磅发布：公积金贷款额度提升至150万，购房落户更便捷”
haier.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,Haier,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“Haier”；标题样本“海尔空调让风懂AI:四面控风,风避人吹 || 高端创牌升级!海尔Horizon冰箱登陆印尼 - 海尔集团官网”"
jdgyys.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,经道国医,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“经道国医”；标题样本“【行业】2025艾灸养生馆加盟品牌前十名排行榜有哪些?掘金健康产业新蓝海项目推荐!-经道国医品牌连锁加盟官网 || 【行业】全国十大中医养生馆加盟品牌排行榜有哪些?-经道国医品牌连”
pharnexcloud.com,research_documentation,研究与文档,industry_research,行业研究与数据,摩熵医药,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“摩熵医药”；标题样本“江苏奇天基因生物科技有限公司”
caixin.com,research_documentation,研究与文档,industry_research,行业研究与数据,财新数据库,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“财新数据库”；标题样本“【数据图解】年轻人爱“上墙” 攀岩馆赛道悄然崛起 || 个人征信牌照 || 第四家个人征信公司落地上海 如何探索新模式”
familydoctor.com.cn,vertical_professional,垂直专业内容,health_content,医疗健康内容,家庭医生在线,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“家庭医生在线”；标题样本“五大类降压药全面一览表:特点、适用人群与注意事项-绝经相关资讯-家庭医生在线 || 常规体检项目全解析:你知道都检查什么吗?-体检相关资讯-家庭医生在线 || 牙齿种植体十大排名，”
fmcgchina.com,business_services,商业信息与服务,business_content_platform,商业内容平台,快消品网,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“快消品网”；标题样本“【独家】年味藏在好物里,马年万事皆可期——【蛇辞马至】快消品年货好物榜 || 【独家】年味藏在好物里，马年万事皆可期——【蛇辞马至】快消品年货好物榜 || 【饮品】2026年春节现”"
hktijian.cn,vertical_professional,垂直专业内容,health_content,医疗健康内容,汇康体检网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“汇康体检网”；标题样本“全国体检中心排名_体检中心排行榜TOP100 - 汇康体检网”
iqilu.com,news_media,新闻与媒体,regional_news_media,地方新闻媒体,闪电新闻,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“闪电新闻”；标题样本“西安市2026年第一批高层次人才申请确认工作启动”
nih.gov,government_public,政府与公共机构,public_institution,公共机构,National Institutes of Health (NIH) | (.gov),reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“National Institutes of Health (NIH) | (.gov)”；标题样本“Additional Effect of Exercise to Intermittent Fasting on Body Composition and Cardiometabo”
p5w.net,vertical_professional,垂直专业内容,finance_content,财经专业内容,全景网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“全景网”；标题样本“华熙生物(688363)_投资者关系活动_全景网 || 年终放榜！2025年度品牌影响力总榜发布！ || 济安金信发布一季度公募基金公司评级报告： 73家次斩获五星评级”
verybeaut.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,非常完美网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“非常完美网”；标题样本“杭州的月子中心一般多少钱一个月?推荐三家性价比较高的!-非常完美 || 看杭州市月子中心哪个比较好怎么收费！-社区义工”
wxrb.com,news_media,新闻与媒体,regional_news_media,地方新闻媒体,无锡日报,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“无锡日报”；标题样本“不用下车一分钟就能完成采样 || 核酸检测医疗机构名单来了! || 梁溪区：高温天，有“凉” 策”
xunfei.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,科大讯飞,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“科大讯飞”；标题样本“科大讯飞线下门店查询—科大讯飞、讯飞商城(xunfei.cn) || 讯飞AI学习机售后服务-科大讯飞AI学习机-讯飞学生平板电脑”
ayijob.com,business_services,商业信息与服务,local_service_platform,本地服务与用户内容,阿姨JOB,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“阿姨JOB”；标题样本“全国保姆家政公司排名前十名-阿姨JOB家政服务平台 || 杭州我爱我妻家政公司 - 与知名三甲医院和月子中心合作，资深孕产期专家级月嫂团队，负责25项妈妈护理+30项宝宝护理+11”
byxx.com,business_services,商业信息与服务,business_information_service,商业信息与企业服务,百业网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“百业网”；标题样本“2026年6月评价高的小火锅加盟品牌推荐，小火锅/旋转小火锅，小火锅加盟品牌选哪家 || 2026年目前服务好的火锅品牌找哪家，成都火锅/火锅/老火锅/美食/附近火锅/社区火锅/牛”
eeo.com.cn,news_media,新闻与媒体,news_media,综合新闻媒体,经济观察网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“经济观察网”；标题样本““我的长沙”可直通中邮消金 政务平台成消费金融新入口 || 酸菜鱼不香了?太二“爆改”闯川菜红海”
flyert.com.cn,platform_community,平台与社区,interest_community,兴趣与生活社区,飞客,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“飞客”；标题样本“2026春季出境游封神!免签国大整理，说走就走太香了-行程游记-FLYERT - 手机版 || 一篇看懂锦江WeHotel——2025锦江酒店集团入门攻略-锦江荟-FLYERT -”
fuzhou.gov.cn,government_public,政府与公共机构,government_public,政府机构,福州市人民政府,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“福州市人民政府”；标题样本“http://sfj.fuzhou.gov.cn/xxgk/dtxx/jcdt/202401/t20240119_4764300.htm || 企业如何进行年度报告公示？ || 福”
nikon.com.cn,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,尼康（中国）,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“尼康（中国）”；标题样本“尼康(中国) || 尼康(中国) - 经销商”
qianzhan.com,research_documentation,研究与文档,industry_research,行业研究与数据,前瞻网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“前瞻网”；标题样本“2024年中国玻尿酸医美注射产品市场分析之“水光针”:国产替代程度高，行业利好政策有助于合规销售资质厂商_资讯_前瞻经济学人 || 2025中国火锅领跑企业排名TOP10 - 前瞻”
qlwb.com.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,齐鲁晚报,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“齐鲁晚报”；标题样本“济南社保在线│社会保险参保登记办理指南 || 社保在线灵活就业参保,线上就能办!”"
qyresearch.com.cn,research_documentation,研究与文档,industry_research,行业研究与数据,恒州博智（QYResearch）,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“恒州博智（QYResearch）”；标题样本“2025-2031全球及中国心脏支架行业研究及十五五规划分析报告--QYResearch(恒州博智) || 2026年全球信用卡行业总体规模、主要企业国内外市场占有率及排名--QY”
zqrb.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,证券日报网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“证券日报网”；标题样本“618电视热销榜单：海信全渠道量额双冠RGB-Mini LED成换代首选 || PDF || 百胜中国宣布收购必胜客品牌在中国大陆的所有权 彰显对中国市场长期信心-证券日报网”
cqmmgo.com,platform_community,平台与社区,interest_community,兴趣与生活社区,重庆购物狂,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“重庆购物狂”；标题样本“挑嘴的重庆人，都来说说你心目中第一梯队的重庆小面吧 || 重庆老火锅攻略|6 家神级老店-美食俱乐部-重庆购物狂手机版 || 飞到大青岛，吃了再走 【周末去哪】”
jia400.com,business_services,商业信息与服务,business_franchise,商业信息与加盟服务,慧亚招商网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“慧亚招商网”；标题样本“富奥斯门窗海南三亚运营中心盛大开工｜金锤破浪，闪耀三亚 || 盛大启幕｜罗普斯金因诺门窗吴中运营中心正式开业！ || 邦维斯门窗竞争力怎么样？加盟有哪些支持”
mi.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,小米官网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“小米官网”；标题样本“木鸟民宿-订民宿公寓和旅游住宿 - 小米应用商店”
poucen.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,佳美网整形平台,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“佳美网整形平台”；标题样本“2026深圳光电医美与再生填充前十机构指南:协和、美莱领衔,附王牌医生技术特色 || 南昌仁爱月子中心套餐价格大公开!2万到9万,4档套餐怎么选?附真实体验分享 || 郑州隐形矫正”"
rongdie.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,容蝶网,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“容蝶网”；标题样本“2025年全国连锁整形医院前十强真实口碑调查:美莱、艺星、联合丽格价格与技术全解析 || 2025年国内主流玻尿酸品牌解析:乔雅登、瑞蓝、润百颜、海薇区别与价格参考,附正规机构查询”"
sjzdaily.com.cn,news_media,新闻与媒体,regional_news_media,地方新闻媒体,燕赵晚报,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“燕赵晚报”；标题样本“2026年珍珠奶茶十大品牌排行榜:健康化与精细化成破局关键_石家庄新闻网 || 选对好公司实现一站式无忧家居装修——看资质看口碑看工地看合同这些攻略一样不能少”
